Mean.Layer.1,Mean.Layer.2,Mean.Layer.3,Standard.deviation.Layer.1,Standard.deviation.Layer.2,Standard.deviation.Layer.3,Skewness.Layer.1,Skewness.Layer.2,Skewness.Layer.3,Ratio.Layer.1,Ratio.Layer.2,Ratio.Layer.3,Min..pixel.value.Layer.1,Min..pixel.value.Layer.2,Min..pixel.value.Layer.3,Max..pixel.value.Layer.1,Max..pixel.value.Layer.2,Max..pixel.value.Layer.3,Mean.of.inner.border.Layer.1,Mean.of.inner.border.Layer.2,Mean.of.inner.border.Layer.3,Mean.of.outer.border.Layer.1,Mean.of.outer.border.Layer.2,Mean.of.outer.border.Layer.3,Border.Contrast.Layer.1,Border.Contrast.Layer.2,Border.Contrast.Layer.3,Contrast.to.neighbor.pixels.Layer.1..3.,Contrast.to.neighbor.pixels.Layer.2..3.,Contrast.to.neighbor.pixels.Layer.3..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.1..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.2..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.3..3.,StdDev..to.neighbor.pixels.Layer.1..3.,StdDev..to.neighbor.pixels.Layer.2..3.,StdDev..to.neighbor.pixels.Layer.3..3.,Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Mean.Diff..to.neighbors.Layer.1..0.,Mean.Diff..to.neighbors.Layer.2..0.,Mean.Diff..to.neighbors.Layer.3..0.,Mean.Diff..to.neighbors..abs..Layer.1..0.,Mean.Diff..to.neighbors..abs..Layer.2..0.,Mean.Diff..to.neighbors..abs..Layer.3..0.,Rel..border.to.brighter.objects.Layer.1,Rel..border.to.brighter.objects.Layer.2,Rel..border.to.brighter.objects.Layer.3,Mean.diff..to.scene.Layer.1,Mean.diff..to.scene.Layer.2,Mean.diff..to.scene.Layer.3,Ratio.to.scene.Layer.1,Ratio.to.scene.Layer.2,Ratio.to.scene.Layer.3,HSI.Transformation.Hue.R.Layer.1.G.Layer.2.B.Layer.3.,Area..Pxl.,Border.length..Pxl.,Length..mu_m.,Length.Width,Number.of.pixels,Rel..Border.to.Image.Border,Volume..Pxl.,Width..mu_m.,Asymmetry,Border.index,Compactness,Density,Elliptic.Fit,Radius.of.largest.enclosed.ellipse,Radius.of.smallest.enclosing.ellipse,Rectangular.Fit,Roundness,Shape.index,Area..excluding.inner.polygons...Pxl.,Area..including.inner.polygons...Pxl.,Average.length.of.edges..polygon...Pxl.,Compactness..polygon.,Length.of.longest.edge..polygon...Pxl.,Number.of.edges..polygon.,Number.of.inner.objects..polygon.,Perimeter..polygon...Pxl.,Stddev.of.length.of.edges..polygon...Pxl.,Mean.of.sub.objects..stddev.Layer.1..1.,Area.of.sub.objects..mean..1...Pxl.,Area.of.sub.objects..stddev..1...Pxl.,Density.of.sub.objects..mean..1.,Density.of.sub.objects..stddev..1.,Asymmetry.of.sub.objects..mean..1.,Asymmetry.of.sub.objects..stddev..1.,Direction.of.sub.objects..mean..1.,Direction.of.sub.objects..stddev..1.,GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..,GLCM.Contrast..quick.8.11..Layer.1..all.dir..,GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..,GLCM.Entropy..quick.8.11..Layer.1..all.dir..,GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..,GLCM.Mean..quick.8.11..Layer.1..all.dir..,GLCM.StdDev..quick.8.11..Layer.1..all.dir..,GLCM.Correlation..quick.8.11..Layer.1..all.dir..,Number.of.sub.objects.Nucleus..1.,Number.of.sub.objects.Dark..1.,Area.of.sub.objects.Nucleus..1...Pxl.,Area.of.sub.objects.Dark..1...Pxl.,Rel..area.of.sub.objects.Nucleus..1.,Rel..area.of.sub.objects.Dark..1.,Rel..area.of.sub.objects.unclassified..1.
227.867244,182.001209,231.286563,20.600271,30.703158,19.766999,-0.802606,-0.222022,-0.773733,0.355401,0.283865,0.360734,130.000000,77.000000,139.000000,255.000000,255.000000,255.000000,228.057637,179.584054,234.942363,200.625000,145.851136,209.548864,24.782794,26.904600,23.735945,124.434602,183.427122,84.925169,68.137279,91.779229,56.715261,50.749902,59.438686,40.316856,224.187500,183.062500,235.250000,17.808772,17.654563,17.311485,0.079437,0.096440,0.073588,24.345205,35.564304,18.493586,24.345205,35.564304,18.493586,0.000000,0.000000,0.000000,19.691189,19.205697,12.486358,1.094589,1.117974,1.057067,0.821770,9928.000000,1342.000000,356155507.620000,3.243650,9928.000000,0.125186,9928.000000,109800829.180000,0.903822,2.843220,3.938978,1.105301,0.093070,0.151782,2.147557,0.550648,1.995775,3.367144,9943.500000,9943.500000,6.892584,0.095446,168.000000,166.000000,0.000000,1144.168870,13.076864,0.000000,9928.000000,0.000000,1.105301,0.000000,0.903822,0.000000,50.307679,0.000000,0.094301,286.530617,12.247976,8.075867,0.000857,226.710038,21.251083,0.826297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
177.065191,129.483395,191.364494,46.495428,50.058781,39.481027,-0.825078,-0.514918,-0.811867,0.355615,0.260052,0.384333,14.000000,0.000000,37.000000,255.000000,227.000000,255.000000,197.613636,158.346591,207.325284,230.103107,195.069209,236.755650,-30.005631,-32.993243,-27.529279,-300.188636,-565.341515,-227.224636,100.952458,129.854816,86.262515,30.040977,46.215737,27.954380,184.500000,140.250000,191.125000,31.494047,29.140822,30.728397,0.170699,0.207778,0.160776,-55.859111,-76.440110,-46.254361,55.961459,76.564023,46.356490,0.997748,0.997748,0.997748,-31.110865,-33.312117,-27.435712,0.850555,0.795374,0.874608,0.794820,2439.000000,888.000000,138704064.980000,1.507530,2439.000000,0.000000,2439.000000,92007484.736000,0.435840,4.352941,5.232395,1.140807,0.000000,0.121152,2.702531,0.300113,2.581378,4.495180,2452.000000,2452.000000,6.987680,0.051216,27.000000,111.000000,0.000000,775.632530,4.786466,28.921262,221.727273,156.245780,1.347346,0.374731,0.730872,0.243260,87.078901,35.298188,0.041252,947.388145,23.253657,9.144384,0.000133,179.257999,47.926634,0.890940,1.000000,8.000000,220.000000,1499.000000,0.090201,0.614596,0.295203
190.505781,113.951511,191.652742,51.062739,46.461214,40.663628,-1.595554,-0.504308,-1.114594,0.383999,0.229690,0.386311,1.000000,0.000000,43.000000,255.000000,234.000000,255.000000,196.564489,134.494137,201.906198,223.256117,165.908646,226.642741,-24.664160,-27.406015,-22.845865,-162.876300,-471.887839,-168.557608,76.631241,103.903140,71.655491,34.476690,53.218591,32.003527,227.687500,139.062500,218.562500,18.366814,41.642029,24.059740,0.080667,0.299448,0.110082,-30.005834,-57.095940,-34.114283,35.539837,60.668986,36.205991,0.926065,0.926065,0.926065,-17.670274,-48.844001,-27.147464,0.915119,0.699967,0.875926,0.830873,2681.000000,798.000000,177000000.000000,3.933333,2681.000000,0.000000,2681.000000,45000000.000000,0.931962,3.069231,2.970906,1.163860,0.340545,0.233106,1.838487,0.653675,1.605382,3.852960,2715.000000,2715.000000,6.611752,0.075012,22.135944,102.000000,0.000000,674.398738,4.530472,19.506413,446.833333,398.479785,1.356907,0.221184,0.850133,0.068043,88.460212,20.137253,0.053087,949.006272,21.746052,8.887427,0.000235,191.726240,51.515950,0.906204,0.000000,4.000000,0.000000,735.000000,0.000000,0.274151,0.725849
213.419730,152.352814,217.975014,36.641067,42.293686,29.981465,-1.864363,-0.700727,-1.249820,0.365603,0.260991,0.373406,14.000000,0.000000,64.000000,255.000000,253.000000,255.000000,214.714754,154.181967,221.865574,214.400974,155.389610,221.415584,0.745700,-0.066339,0.862408,32.595847,4.050184,17.549242,68.252243,92.298376,59.853594,45.382335,56.622837,38.004868,227.750000,159.562500,233.375000,23.607467,26.558823,17.542359,0.103655,0.166448,0.075168,3.329192,-2.375020,0.613208,19.543483,31.853540,16.905828,0.472973,0.648649,0.648649,5.243675,-10.442697,-0.825191,1.025189,0.935854,0.996229,0.821764,6964.000000,814.000000,198222989.850000,2.961511,6964.000000,0.000000,6964.000000,66933067.560000,0.851511,2.108808,1.905180,1.697534,0.727743,0.562426,1.358456,0.855344,0.796030,2.438569,6938.500000,6938.500000,5.968837,0.188310,18.601075,114.000000,0.000000,680.447370,3.402915,27.167502,1392.800000,2462.778463,1.401709,0.113238,0.857816,0.039902,79.574712,8.082570,0.076446,459.036135,15.559911,8.592610,0.000628,212.664458,36.646182,0.910546,1.000000,3.000000,290.000000,358.000000,0.041643,0.051407,0.906950
220.745940,173.684433,225.187377,33.270117,46.748174,30.176850,-2.102813,-0.699873,-1.700137,0.356261,0.280309,0.363430,3.000000,0.000000,30.000000,255.000000,254.000000,255.000000,220.190334,168.406325,227.102625,211.903168,160.139271,221.002989,7.912320,7.760791,6.001799,83.578878,125.481404,48.849839,68.758519,92.520595,55.979359,48.172805,58.741902,37.687542,222.875000,144.312500,216.437500,11.815641,14.725483,9.987297,0.053015,0.102039,0.046144,18.152105,21.520472,11.486569,26.037234,34.066063,18.478358,0.386691,0.386691,0.418615,12.569885,10.888921,6.387172,1.060381,1.066887,1.029192,0.818961,16811.000000,2234.000000,574988640.520000,6.864750,16811.000000,0.004476,16811.000000,83759585.810000,0.974435,2.864103,2.864839,0.901575,0.259532,0.168879,1.840080,0.638677,1.671201,4.307511,16869.500000,16869.500000,6.344563,0.061342,28.160256,293.000000,0.000000,1858.956951,3.980144,38.155226,3362.200000,4997.815499,1.345432,0.412141,0.827733,0.163852,56.762374,7.877623,0.092621,458.008479,14.763393,8.461228,0.000861,219.802218,33.526442,0.892336,1.000000,2.000000,211.000000,310.000000,0.012551,0.018440,0.969008
234.582419,208.353374,238.744616,21.248604,32.593697,20.233046,-2.148836,-1.274080,-2.313237,0.344124,0.305647,0.350230,63.000000,13.000000,66.000000,255.000000,255.000000,255.000000,228.803292,191.721003,236.911442,201.555985,161.450193,212.521236,25.264742,27.620393,22.863636,180.151130,284.268071,127.118713,81.160301,114.861058,66.406405,58.280251,72.719261,46.425339,219.125000,188.562500,215.625000,34.321777,39.287353,33.630111,0.156631,0.208352,0.155966,56.891113,83.493283,44.099471,58.061656,85.581641,45.106161,0.068182,0.068182,0.068182,26.406364,45.557862,19.944410,1.126846,1.279847,1.091154,0.810508,12491.000000,1628.000000,353559954.760000,3.160449,12491.000000,0.000000,12491.000000,111870155.000000,0.896612,3.106870,3.166504,1.292988,0.303499,0.136669,2.228102,0.633221,2.091433,3.641630,12459.500000,12459.500000,7.069197,0.079915,27.000000,198.000000,0.000000,1399.701044,5.205053,0.000000,12491.000000,0.000000,1.292988,0.000000,0.896612,0.000000,67.551059,0.000000,0.128085,313.167518,11.129937,7.678631,0.001624,233.107674,22.805877,0.836026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
159.683275,101.910228,182.785777,63.161943,66.716497,51.429284,-0.432568,0.217038,-0.504678,0.359340,0.229332,0.411328,0.000000,0.000000,25.000000,255.000000,255.000000,255.000000,187.770161,142.100806,200.792339,230.854000,188.664000,238.292000,-39.601266,-42.319620,-35.087025,-389.304717,-873.380338,-253.635787,133.180475,152.897471,98.651238,41.854210,52.242438,33.458128,242.500000,227.250000,247.250000,17.606817,19.524024,14.506464,0.072605,0.085914,0.058671,-67.687466,-91.440617,-49.644555,67.687466,91.440617,49.644555,1.000000,1.000000,1.000000,-48.492780,-60.885284,-36.014429,0.767059,0.626001,0.835400,0.785724,4556.000000,632.000000,150244891.290000,2.083370,4556.000000,0.000000,4556.000000,72116283.779000,0.519026,2.179310,2.378205,1.890695,0.453468,0.484351,1.728784,0.699233,1.244433,2.340805,4540.000000,4540.000000,7.077506,0.197181,20.223748,76.000000,0.000000,537.890467,3.985100,57.701665,227.800000,116.055418,1.580360,0.253605,0.629009,0.216041,12.717939,41.548801,0.046256,1434.105918,27.399460,9.550128,0.000194,160.234686,63.541390,0.906864,3.000000,16.000000,599.000000,3516.000000,0.131475,0.771730,0.096795
234.854035,209.860094,239.658221,23.698572,33.746266,21.622961,-2.167112,-1.190342,-2.156776,0.343167,0.306646,0.350187,99.000000,76.000000,118.000000,255.000000,254.000000,255.000000,231.470437,184.755784,235.236504,201.760814,147.653944,206.664122,27.858025,33.687243,26.814815,133.452124,246.282466,128.017819,73.743622,119.068876,68.124806,50.835058,72.756060,46.429953,214.437500,179.625000,222.500000,33.445793,40.934208,32.052691,0.155970,0.227887,0.144057,54.606678,101.170241,55.406486,54.934572,101.938174,55.597067,0.080247,0.080247,0.080247,26.677979,47.064582,20.858015,1.128151,1.289102,1.095329,0.806463,3631.000000,486.000000,155232464.830000,3.230488,3631.000000,0.000000,3631.000000,48052323.388000,0.868820,1.699301,2.054332,1.593571,0.673368,0.582743,1.534815,0.821160,0.952072,2.016337,3612.000000,3612.000000,7.384350,0.256195,28.284271,57.000000,0.000000,420.907929,5.672409,0.000000,3631.000000,0.000000,1.593571,0.000000,0.868820,0.000000,100.509916,0.000000,0.135034,329.670540,11.501701,7.469912,0.002074,233.349545,24.835650,0.856015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
236.897066,214.644904,240.845684,18.860773,33.933566,19.014019,-1.851868,-1.509688,-2.160461,0.342145,0.310007,0.347848,78.000000,0.000000,70.000000,255.000000,254.000000,255.000000,235.979641,208.748503,242.219162,217.690391,188.772242,226.274021,16.549719,17.745779,14.610694,75.505409,124.712949,68.468276,73.646101,123.165280,68.038249,47.486190,73.985321,42.796388,244.500000,241.687500,248.562500,6.113510,5.107822,5.510998,0.025004,0.021134,0.022171,28.961695,41.054966,26.446212,38.961214,68.497495,35.974281,0.456848,0.456848,0.456848,28.721011,51.849392,22.045479,1.137965,1.318494,1.100756,0.808216,5897.000000,1066.000000,263597398.860000,4.661614,5897.000000,0.000000,5897.000000,56546378.453000,0.958723,2.638614,2.527637,1.069382,0.321689,0.295271,1.794138,0.630870,1.498868,3.470417,5913.500000,5913.500000,5.910600,0.086294,25.000000,157.000000,0.000000,927.964174,3.558283,0.000000,5897.000000,0.000000,1.069382,0.000000,0.958723,0.000000,118.362850,0.000000,0.156145,273.084476,9.701504,7.371840,0.002053,235.484617,20.650593,0.824508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
223.547891,177.352066,226.855802,27.533385,36.479987,25.127011,-2.111662,-0.831124,-1.579443,0.356106,0.282518,0.361376,15.000000,0.000000,44.000000,255.000000,255.000000,255.000000,223.281389,178.627783,230.259127,204.920479,160.693900,215.733115,15.293524,16.280067,13.452481,66.706074,92.067365,36.372904,59.001717,78.397007,49.640964,43.839765,52.134297,33.846144,219.187500,178.062500,222.000000,11.928007,10.170231,11.445523,0.054419,0.057116,0.051556,24.689384,30.997189,15.671237,24.689384,30.997189,15.671237,0.000000,0.000000,0.000000,15.371836,14.556554,8.055596,1.073841,1.089416,1.036817,0.822196,16193.000000,1404.000000,215000000.000000,1.038647,16193.000000,0.153134,16193.000000,207000000.000000,0.425696,2.752941,2.748410,1.782982,0.144445,0.091332,1.912424,0.570116,1.821091,2.758312,16167.000000,16167.000000,7.052894,0.134894,215.000000,174.000000,0.000000,1227.203548,16.167237,31.185856,8096.500000,7844.500000,1.942467,0.177354,0.299333,0.126310,109.019548,32.675421,0.086921,363.580762,13.634764,8.306087,0.000742,222.657303,27.963833,0.876085,1.000000,0.000000,252.000000,0.000000,0.015562,0.000000,0.984438
219.431818,171.772727,225.367757,32.202350,41.109182,27.631913,-1.846816,-0.953089,-1.452014,0.355890,0.278593,0.365517,12.000000,0.000000,51.000000,255.000000,255.000000,255.000000,223.477500,174.109167,231.749167,209.359624,160.800000,219.956808,10.959022,11.124371,10.048886,81.559202,112.175255,48.961892,75.070587,100.796611,58.798673,51.191796,63.229607,38.792523,222.437500,172.625000,227.000000,15.524049,12.035754,14.713939,0.069791,0.069722,0.064819,28.111739,31.103447,17.178985,30.553969,35.287710,18.013402,0.331416,0.505392,0.280374,11.255763,8.977215,6.567552,1.054068,1.055144,1.030016,0.814874,24024.000000,1540.000000,307020398.580000,1.652099,24024.000000,0.096753,24024.000000,185836585.130000,0.421224,2.398754,2.374943,2.090993,0.647852,0.232361,1.868518,0.808725,1.636156,2.483923,23905.000000,24051.000000,6.798090,0.183906,151.003311,188.000000,1.000000,1278.040928,11.173824,28.346025,2002.000000,6067.833207,1.721774,0.265813,0.434949,0.158506,61.223920,36.366881,0.086935,389.435148,13.960700,8.512268,0.000695,218.598368,32.437690,0.902742,2.000000,9.000000,620.000000,1281.000000,0.025808,0.053322,0.920871
218.701649,175.316445,224.839991,37.462813,50.714794,32.155813,-1.945277,-0.921023,-1.753612,0.353395,0.283290,0.363314,4.000000,0.000000,27.000000,255.000000,255.000000,255.000000,218.388577,176.290730,225.649345,209.403730,166.180420,217.708159,8.296296,9.031954,7.377633,69.073513,116.230594,43.907688,70.853424,94.243660,57.449299,48.421770,59.385537,37.934348,218.812500,153.187500,214.625000,20.622254,21.231518,19.763840,0.094246,0.138598,0.092085,22.574957,24.553912,13.705563,34.115238,45.825413,23.919978,0.389252,0.355846,0.389252,10.525594,12.520933,6.039785,1.050561,1.076912,1.027604,0.812675,21830.000000,2754.000000,699988531.750000,6.608344,21830.000000,0.000000,21830.000000,105924960.840000,0.979879,3.143836,3.396530,0.736842,0.000000,0.144746,2.175051,0.466884,2.030305,4.659905,21820.000000,21820.000000,6.822810,0.050359,48.259714,342.000000,0.000000,2333.401173,5.183338,25.183249,1455.333333,4826.744737,1.421413,0.353254,0.724463,0.207401,82.727274,38.268420,0.095991,446.501533,14.304795,8.518370,0.000944,217.563318,37.693590,0.918080,4.000000,10.000000,1360.000000,962.000000,0.062300,0.044068,0.893633
234.076384,201.051390,237.669576,20.497357,29.999929,19.333557,-1.921913,-0.854659,-1.972272,0.347915,0.298829,0.353256,41.000000,0.000000,53.000000,255.000000,255.000000,255.000000,238.213483,198.736387,241.786517,213.571306,170.060997,219.312715,22.401218,25.443843,20.495940,117.074942,216.693583,90.381742,57.616318,81.674755,49.371072,45.214434,54.757029,35.905045,210.812500,170.625000,218.687500,24.210583,30.155586,25.250541,0.114844,0.176736,0.115464,20.523011,31.988556,16.196430,20.523011,31.988556,16.196430,0.000000,0.000000,0.000000,25.900329,38.255878,18.869370,1.124416,1.234993,1.086240,0.816979,9282.000000,1478.000000,446468350.400000,6.361328,9282.000000,0.000000,9282.000000,70184773.076000,0.958790,2.620567,3.375919,1.003716,0.287654,0.184809,1.847492,0.584012,1.662684,3.835250,9341.500000,9341.500000,7.471800,0.073619,32.062439,169.000000,0.000000,1262.734182,5.666896,0.000000,9282.000000,0.000000,1.003716,0.000000,0.958790,0.000000,72.256758,0.000000,0.119375,244.887622,10.717396,7.682781,0.001637,232.702555,20.991974,0.849787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
223.247336,184.444818,228.830985,38.166932,46.993880,31.047128,-2.461403,-1.515727,-2.135331,0.350729,0.289769,0.359501,4.000000,0.000000,37.000000,255.000000,255.000000,255.000000,222.829043,175.252805,229.228383,210.620781,161.112508,217.399073,11.353807,12.771574,11.001015,100.471689,177.890809,67.319692,70.435884,95.038608,56.955309,50.048154,60.691629,38.675887,219.937500,164.500000,220.312500,28.485673,47.366919,28.900084,0.129517,0.287945,0.131178,21.963178,32.421629,17.273035,28.464176,43.157620,22.878526,0.301523,0.301523,0.301523,15.071280,21.649306,10.030779,1.072397,1.132985,1.045844,0.812367,13981.000000,1970.000000,489340811.760000,5.777677,13981.000000,0.000000,13981.000000,84695084.279000,0.975238,2.940299,2.964363,0.847542,0.171304,0.008048,2.118112,0.590770,2.110064,4.165212,13941.500000,13941.500000,7.105879,0.063364,35.000000,234.000000,0.000000,1662.775701,5.277906,41.947923,1997.285714,4407.481098,1.210733,0.314094,0.907325,0.053680,69.339593,7.199249,0.102907,420.981703,13.649919,8.236145,0.001228,222.035365,38.486120,0.926223,2.000000,4.000000,533.000000,656.000000,0.038123,0.046921,0.914956
233.899730,205.384608,239.323762,21.697562,31.001692,18.841340,-1.830579,-1.147674,-1.824203,0.344676,0.302656,0.352669,57.000000,20.000000,113.000000,255.000000,255.000000,255.000000,228.086142,186.332709,235.648564,200.053350,154.245037,210.166253,25.795455,28.620265,23.448864,141.713818,269.731053,114.319624,67.472599,93.980403,54.913113,52.968604,63.451188,40.958275,234.875000,180.375000,233.625000,15.161114,18.864235,15.972144,0.064550,0.104583,0.068367,56.845007,83.041443,47.079417,57.637846,84.324033,47.677624,0.077652,0.077652,0.077652,25.723675,42.589096,20.523557,1.123567,1.261611,1.093800,0.806697,11110.000000,2112.000000,398993842.310000,3.368788,11110.000000,0.000000,11110.000000,118438383.160000,0.861926,4.190476,4.253482,1.095975,0.000000,0.006056,2.193083,0.457845,2.187027,5.009298,11092.000000,11258.500000,6.495366,0.047763,25.000000,263.000000,1.000000,1708.281309,3.987618,21.115314,2777.500000,3176.845645,1.482738,0.242404,0.746998,0.208416,50.004954,16.120839,0.127239,351.434605,11.809203,7.747072,0.001952,231.941805,23.581922,0.827057,0.000000,1.000000,0.000000,291.000000,0.000000,0.026193,0.973807
238.616011,212.575645,242.884668,13.983118,22.748433,12.775761,-0.852504,-0.690828,-1.085178,0.343789,0.306271,0.349939,180.000000,135.000000,185.000000,255.000000,254.000000,255.000000,233.498978,196.057260,240.077710,200.141988,158.947262,211.257606,30.385321,32.837920,26.500000,148.537267,251.592841,125.642251,63.213978,88.243402,55.967551,56.617392,63.137744,45.394165,246.375000,227.000000,245.062500,6.836254,14.679918,10.365018,0.027747,0.064669,0.042295,60.088296,80.024993,49.815038,60.088296,80.024993,49.815038,0.000000,0.000000,0.000000,30.439956,49.780133,24.084462,1.146222,1.305783,1.110075,0.809860,2948.000000,654.000000,165705737.470000,3.629557,2948.000000,0.000000,2948.000000,45654536.656000,0.935381,2.458647,2.566221,1.113146,0.179104,0.181648,1.719534,0.594178,1.537886,3.011300,2891.500000,2891.500000,6.185793,0.122621,16.124515,88.000000,0.000000,544.349812,3.421979,0.000000,2948.000000,0.000000,1.113146,0.000000,0.935381,0.000000,55.495573,0.000000,0.121258,307.807928,11.033746,7.337250,0.002064,236.648435,17.292507,0.696652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
192.124923,113.076387,193.392996,46.051222,50.212154,39.608060,-1.099618,-0.136893,-0.813145,0.385333,0.226790,0.387876,11.000000,0.000000,35.000000,255.000000,234.000000,255.000000,204.055936,139.393836,206.375571,228.759132,169.773973,230.742009,-22.711304,-26.795652,-22.341739,-2.197959,-263.668765,-91.558215,92.663096,117.323625,74.390084,54.848853,66.539025,40.077067,201.625000,161.312500,202.562500,42.573282,58.533878,42.708267,0.211151,0.362860,0.210840,-34.305552,-78.878265,-38.944952,43.630517,81.748600,43.944003,0.901739,0.901739,0.901739,-16.051132,-49.719125,-25.407210,0.922896,0.694592,0.883879,0.830702,4883.000000,1150.000000,251591770.900000,2.747904,4883.000000,0.000000,4883.000000,91557706.440000,0.904192,3.616352,4.717421,0.950552,0.000000,0.015195,2.571389,0.408477,2.556194,4.114286,4896.000000,4896.000000,6.421392,0.065437,35.057096,151.000000,0.000000,969.630204,4.777464,35.531286,375.615385,404.046749,1.450397,0.245107,0.675687,0.268025,50.793464,42.798190,0.060695,817.172924,20.676018,9.112027,0.000304,192.692412,46.414115,0.900187,0.000000,9.000000,0.000000,1198.000000,0.000000,0.245341,0.754659
215.558078,164.248161,221.885366,35.167028,44.872954,29.693425,-1.510312,-0.629744,-1.260342,0.358253,0.272977,0.368769,15.000000,0.000000,46.000000,255.000000,253.000000,255.000000,218.592342,169.768018,227.623874,200.123457,150.911336,210.338945,16.687716,17.005190,15.940311,85.312909,95.464910,50.120350,92.698010,140.255187,71.535326,57.551777,78.993093,43.416185,224.062500,197.625000,230.937500,28.114651,36.679141,24.825563,0.125477,0.185600,0.107499,23.860320,27.579363,16.132779,42.069548,68.430321,31.419376,0.352076,0.352076,0.352076,7.382022,1.452649,3.085161,1.035460,1.008923,1.014100,0.815037,7886.000000,1156.000000,164405547.950000,1.547531,7886.000000,0.000000,7886.000000,106237350.060000,0.502894,3.158470,2.214812,1.971318,0.546031,0.344239,1.802007,0.760876,1.457769,3.254389,7881.000000,8621.000000,5.652521,0.135938,25.019992,151.000000,1.000000,853.530740,3.721469,25.028558,985.750000,2265.856226,1.701328,0.287504,0.453980,0.189682,26.606088,45.061499,0.080746,560.639173,16.530206,8.601510,0.000807,214.085373,36.201832,0.886628,2.000000,5.000000,421.000000,487.000000,0.053386,0.061755,0.884859
198.789380,115.426431,197.934441,37.748663,55.026553,36.564911,-1.398277,-0.314003,-0.877639,0.388147,0.225376,0.386477,21.000000,0.000000,41.000000,255.000000,251.000000,255.000000,211.576567,157.440904,215.789311,226.357216,176.885363,230.604913,-12.929589,-16.477057,-12.935127,-61.927893,-469.490262,-111.497219,95.685962,142.124598,82.500456,50.627992,72.057007,40.951898,142.875000,61.750000,158.937500,55.919445,51.741545,44.169374,0.391387,0.837920,0.277904,-18.976525,-65.442760,-28.916997,32.206087,73.670680,33.341794,0.886076,0.886076,0.886076,-9.386675,-47.369081,-20.865765,0.954910,0.709027,0.904636,0.835043,6742.000000,1264.000000,307003099.540000,2.487071,6742.000000,0.000000,6742.000000,123439634.960000,0.871705,3.453552,5.620936,1.063443,0.000000,0.008006,2.969405,0.385941,2.961399,3.848511,6767.000000,6767.000000,6.446730,0.074250,35.128336,166.000000,0.000000,1070.157153,4.709105,28.023412,354.842105,449.903061,1.484824,0.284853,0.657446,0.238411,22.015412,40.669208,0.055775,651.521835,18.640743,9.026889,0.000187,199.007339,38.280049,0.881869,3.000000,11.000000,922.000000,1514.000000,0.136755,0.224562,0.638683
216.629355,173.589122,224.783428,38.693419,52.241912,32.458568,-1.638673,-0.926262,-1.513134,0.352242,0.282258,0.365500,21.000000,0.000000,46.000000,255.000000,255.000000,255.000000,213.203403,160.963650,225.647332,185.255248,129.649034,200.344249,24.240881,25.120755,22.903145,95.795749,194.226232,72.229182,79.179731,105.756640,64.067927,53.022907,65.113112,41.513991,217.562500,194.375000,223.750000,23.732806,28.486565,24.993749,0.109085,0.146555,0.111704,39.214505,52.272652,25.102896,43.582210,58.659155,28.108797,0.227044,0.132704,0.227044,8.453300,10.793610,5.983222,1.040606,1.066302,1.027346,0.806787,18368.000000,1692.000000,355571958.020000,2.373431,18368.000000,0.060284,18368.000000,149813450.610000,0.833538,2.848485,2.900123,1.465005,0.395579,0.076645,2.127307,0.707133,2.050662,3.121113,18399.000000,18399.000000,7.039972,0.113203,102.000000,203.000000,0.000000,1429.114309,7.835902,30.383556,1312.000000,3959.676718,1.477633,0.387315,0.729131,0.254459,79.586941,39.130133,0.088484,531.021354,16.045013,8.639990,0.001001,215.132806,39.126964,0.909158,4.000000,9.000000,1078.000000,1706.000000,0.058689,0.092879,0.848432
